gen,nevals,Avg,Std,Min,MinTotal,Max
0,100,540.0,0.0,540.0,648000.0,540.0
1,52,539.96,0.19595917942265423,539.0,646800.0,540.0
2,67,539.79,0.5156549233741494,537.0,644400.0,540.0
3,52,539.35,0.8046738469715542,537.0,644400.0,540.0
4,55,538.68,0.7984985911070851,537.0,644400.0,540.0
5,50,538.06,0.7592101158440923,537.0,644400.0,540.0
6,44,537.37,0.6878226515607058,535.0,642000.0,540.0
7,68,536.76,0.9393614852653903,534.0,640800.0,539.0
8,63,535.8,1.0295630140987,533.0,639600.0,539.0
9,62,534.88,1.193984924527944,532.0,638400.0,538.0
10,55,533.92,1.2544321424453377,531.0,637200.0,537.0
11,51,532.81,1.3393655214316966,528.0,633600.0,537.0
12,42,531.69,1.1635720862928949,528.0,633600.0,534.0
13,50,530.8,1.174734012447073,527.0,632400.0,534.0
14,64,529.93,1.457772273024837,526.0,631200.0,533.0
15,58,528.39,1.5867892109539945,523.0,627600.0,533.0
16,50,526.98,1.5746745695539763,523.0,627600.0,531.0
17,54,525.6,1.7378147196982767,521.0,625200.0,530.0
18,55,523.92,1.6104657711357913,520.0,624000.0,528.0
19,62,522.41,1.6857935816700693,515.0,618000.0,527.0
20,59,521.02,1.4695577566057076,515.0,618000.0,524.0
21,58,519.87,1.494356048604214,514.0,616800.0,524.0
22,60,518.45,1.7684739183827394,513.0,615600.0,522.0
23,58,516.9,1.6643316977093239,514.0,616800.0,521.0
24,48,515.23,1.6784218778364397,510.0,612000.0,519.0
25,46,514.06,1.5672906558772053,509.0,610800.0,518.0
26,64,512.79,1.518519015356739,509.0,610800.0,516.0
27,52,511.39,1.3482952198980758,507.0,608400.0,514.0
28,63,515.55,53.73236920144132,507.0,608400.0,1050.0
29,59,509.0,1.5033296378372907,506.0,607200.0,513.0
30,49,507.68,1.2480384609458155,505.0,606000.0,511.0
31,60,506.72,0.9173875952943773,504.0,604800.0,509.0
32,57,505.96,1.0575443253121828,503.0,603600.0,509.0
33,59,505.06,1.0660206376989145,503.0,603600.0,507.0
34,46,504.09,0.9390953093270139,501.0,601200.0,506.0
35,58,503.34,1.0219589032832974,501.0,601200.0,505.0
36,50,507.82,53.696253128128035,499.0,598800.0,1042.0
37,61,501.72,1.208966500776593,498.0,597600.0,505.0
38,65,500.82,1.1864231959971112,498.0,597600.0,503.0
39,57,499.72,1.1582745788456206,496.0,595200.0,503.0
40,47,498.61,1.3030349189488362,495.0,594000.0,502.0
41,56,497.54,1.3373107342723305,494.0,592800.0,501.0
42,60,501.93,53.902180846418446,491.0,589200.0,1038.0
43,49,495.1,1.4177446878757822,491.0,589200.0,499.0
44,55,493.96,1.4136477637657834,490.0,588000.0,497.0
45,54,492.26,1.5337535656030274,487.0,584400.0,495.0
46,60,490.8,1.6370705543744903,486.0,583200.0,495.0
47,66,489.44,1.3879481258317978,486.0,583200.0,492.0
48,46,488.22,1.21309521472966,485.0,582000.0,491.0
49,68,487.11,1.1652896635600953,484.0,580800.0,489.0
50,60,486.08,1.1285388783732708,483.0,579600.0,489.0
51,46,490.51,53.42592909814482,482.0,578400.0,1022.0
52,64,489.59,53.41948988899091,482.0,578400.0,1021.0
53,57,483.1,0.8306623862918074,481.0,577200.0,485.0
54,62,482.54,0.8991106717195608,480.0,576000.0,486.0
55,50,481.86,0.9488940931421168,480.0,576000.0,485.0
56,56,480.95,1.0523782589924593,477.0,572400.0,483.0
57,62,479.83,1.1229870880824944,477.0,572400.0,483.0
58,52,478.97,1.2996538000559996,476.0,571200.0,483.0
59,49,477.84,1.270590413941487,475.0,570000.0,481.0
60,52,476.92,1.1889491158161478,474.0,568800.0,481.0
61,64,475.95,1.291317157014496,473.0,567600.0,480.0
62,54,480.16,53.36454253528272,471.0,565200.0,1011.0
63,51,473.74,1.18,471.0,565200.0,476.0
64,56,472.55,1.3883443376914821,470.0,564000.0,475.0
65,48,471.35,1.2278029157808672,468.0,561600.0,474.0
66,58,475.66,53.6157103841775,467.0,560400.0,1009.0
67,52,469.3,1.2449899597988732,466.0,559200.0,472.0
68,43,468.22,1.2456323695216016,465.0,558000.0,471.0
69,58,467.03,1.187055179846329,463.0,555600.0,470.0
70,54,466.09,1.3198105924715107,462.0,554400.0,470.0
71,65,464.73,1.2794920867281674,461.0,553200.0,467.0
72,46,463.76,1.0781465577554845,461.0,553200.0,466.0
73,60,468.24,53.65670880700755,460.0,552000.0,1002.0
74,40,467.51,53.83242424413003,457.0,548400.0,1003.0
75,49,460.88,1.5892136420255147,456.0,547200.0,464.0
76,54,464.97,53.896095405882605,456.0,547200.0,1001.0
77,46,463.45,53.84410366976127,454.0,544800.0,999.0
78,63,456.73,1.1389029809426263,454.0,544800.0,460.0
79,57,455.88,0.9516301802696254,452.0,542400.0,458.0
80,58,455.23,1.1987910576910392,452.0,542400.0,458.0
81,51,454.25,1.1521718621802912,452.0,542400.0,457.0
82,57,453.28,1.407693148381422,450.0,540000.0,457.0
83,55,462.86,75.53012908766938,448.0,537600.0,992.0
84,56,450.99,1.090825375575761,448.0,537600.0,454.0
85,50,449.96,1.076289923765897,446.0,535200.0,452.0
86,56,449.16,0.9350935782048767,446.0,535200.0,451.0
87,51,448.37,1.2700787377166818,444.0,532800.0,452.0
88,61,452.58,53.636588258389445,442.0,530400.0,986.0
89,51,445.72,1.7267310155319502,441.0,529200.0,449.0
90,60,460.24,91.76939794942535,441.0,529200.0,983.0
91,55,442.99,1.2766753698571929,437.0,524400.0,446.0
92,58,441.95,1.2757350822173072,437.0,524400.0,445.0
93,59,440.84,1.5793669617919706,436.0,523200.0,444.0
94,52,444.87,53.50582304758987,435.0,522000.0,977.0
95,48,438.03,1.6760369924318497,434.0,520800.0,441.0
96,49,436.4,1.1832159566199232,433.0,519600.0,439.0
97,51,435.32,0.926066952223218,433.0,519600.0,437.0
98,51,434.55,0.9836157786453001,432.0,518400.0,438.0
99,50,433.74,0.9340235543068494,431.0,517200.0,436.0
100,58,438.45,53.83388802603802,431.0,517200.0,974.0
101,61,443.04,107.33982671869747,429.0,514800.0,1511.0
102,52,431.21,1.160129303138232,427.0,512400.0,434.0
103,59,430.31,1.2222520198387894,427.0,512400.0,433.0
104,73,429.26,1.3901079094804116,424.0,508800.0,433.0
105,55,428.05,1.4857657958103625,423.0,507600.0,431.0
106,69,426.6,1.4491376746189437,422.0,506400.0,430.0
107,43,425.19,1.5342424840943496,421.0,505200.0,428.0
108,49,423.91,1.3863260799682013,420.0,504000.0,426.0
109,50,422.57,1.2510395677195825,419.0,502800.0,426.0
110,63,421.46,1.2523577763562614,416.0,499200.0,424.0
111,48,420.57,1.4849579118614775,416.0,499200.0,424.0
112,54,424.74,53.62268549783757,414.0,496800.0,958.0
113,44,418.19,1.8422540541412844,413.0,495600.0,422.0
114,55,416.76,1.9085072700935672,411.0,493200.0,421.0
115,56,415.22,1.6886681142249356,409.0,490800.0,419.0
116,47,419.26,53.662951838302746,409.0,490800.0,953.0
117,66,412.47,1.5261389189716643,409.0,490800.0,415.0
118,59,416.7,53.81347414913852,408.0,489600.0,952.0
119,47,410.26,1.323782459469833,406.0,487200.0,413.0
120,56,414.53,53.929853513615264,406.0,487200.0,951.0
121,50,413.5,53.63198672434203,405.0,486000.0,947.0
122,60,406.97,1.2284543133547945,403.0,483600.0,410.0
123,56,406.21,1.4511719401917886,401.0,481200.0,410.0
124,57,410.34,53.753738474640066,401.0,481200.0,945.0
125,52,409.08,53.47946895772247,400.0,480000.0,941.0
126,61,402.29,1.5446358794227202,398.0,477600.0,406.0
127,51,400.87,1.2857293649909378,398.0,477600.0,404.0
128,59,405.27,53.352573508688415,397.0,476400.0,936.0
129,46,398.96,1.3705473359209452,394.0,472800.0,403.0
130,59,397.87,1.4328642643321106,393.0,471600.0,401.0
131,73,407.3,75.76140178217402,393.0,471600.0,938.0
132,51,395.02,1.6308280105516952,390.0,468000.0,398.0
133,56,393.68,1.4133647795243802,390.0,468000.0,397.0
134,59,392.72,1.4076931483814221,389.0,466800.0,397.0
135,47,396.93,53.6943674885923,387.0,464400.0,931.0
136,54,390.22,1.3234802605252562,386.0,463200.0,394.0
137,53,389.23,1.2558264211267418,386.0,463200.0,392.0
138,46,398.85,75.60256278724948,385.0,462000.0,929.0
139,59,403.18,92.12929827150536,385.0,462000.0,928.0
140,49,396.82,75.38970486744194,384.0,460800.0,925.0
141,48,385.22,0.7947326594522212,383.0,459600.0,387.0
142,46,384.49,0.8887631855561976,382.0,458400.0,387.0
143,59,389.07,53.57448179870712,379.0,454800.0,922.0
144,48,393.5,75.65203235868816,379.0,454800.0,924.0
145,58,381.78,1.4804053498957643,378.0,453600.0,385.0
146,50,380.48,1.459314907756376,376.0,451200.0,384.0
147,61,379.28,1.2967652061957862,375.0,450000.0,383.0
148,54,378.14,1.4354093492798494,374.0,448800.0,381.0
149,49,382.14,53.7711855922854,373.0,447600.0,917.0
150,53,375.62,1.1643023662262308,373.0,447600.0,378.0
151,60,374.47,0.8883130078975541,372.0,446400.0,376.0
152,55,373.74,0.8440379138403677,371.0,445200.0,376.0
153,46,373.09,0.8842510955605314,371.0,445200.0,375.0
154,57,383.26,75.68297298600261,369.0,442800.0,913.0
155,60,377.0,53.77787649210407,369.0,442800.0,912.0
156,58,376.18,53.76176708405333,367.0,440400.0,911.0
157,62,369.79,1.1772425408555365,367.0,440400.0,372.0
158,65,368.78,1.2375782803523987,366.0,439200.0,372.0
159,55,367.53,1.220286851523034,365.0,438000.0,371.0
160,55,366.5,1.1269427669584644,362.0,434400.0,369.0
161,53,365.43,1.0416813332300814,362.0,434400.0,367.0
162,55,364.56,1.3440238093129153,361.0,433200.0,369.0
163,53,363.32,1.1651609330903607,361.0,433200.0,366.0
164,53,362.27,1.2716524682475163,359.0,430800.0,366.0
165,64,361.37,1.5274488534808621,354.0,424800.0,368.0
166,64,360.18,1.5451860729374958,354.0,424800.0,363.0
167,60,358.82,1.7226723426119084,354.0,424800.0,363.0
168,63,362.45,53.75599966515366,353.0,423600.0,897.0
169,52,355.13,1.6532090007013638,350.0,420000.0,359.0
170,62,359.01,53.679883569173285,351.0,421200.0,893.0
171,62,363.59,75.78127671133551,348.0,417600.0,895.0
172,48,351.71,1.3288717018583849,348.0,417600.0,354.0
173,62,366.96,119.6039230125835,348.0,417600.0,1430.0
174,59,355.16,53.864221891715836,348.0,417600.0,891.0
175,51,354.0,53.47504090695023,346.0,415200.0,886.0
176,60,364.1,119.7171249237134,345.0,414000.0,1429.0
177,67,347.16,0.9971960689854328,343.0,411600.0,349.0
178,50,346.44,1.0131140113531154,343.0,411600.0,349.0
179,54,345.65,1.0712142642814275,343.0,411600.0,348.0
180,51,350.21,53.863957336979965,340.0,408000.0,886.0
181,57,354.5,75.58061920889509,340.0,408000.0,884.0
182,65,342.77,1.0849423947841654,339.0,406800.0,345.0
183,41,341.83,1.1229870880824944,339.0,406800.0,344.0
184,55,340.94,1.0938007131100256,338.0,405600.0,344.0
185,57,339.88,0.9303762679690404,336.0,403200.0,342.0
186,54,344.56,53.622816039443514,336.0,403200.0,878.0
187,61,338.24,1.1235657524150513,335.0,402000.0,340.0
188,58,348.28,75.32610171779763,334.0,400800.0,876.0
189,63,336.67,1.2653458025377882,333.0,399600.0,339.0
190,50,335.52,1.36,332.0,398400.0,340.0
191,74,345.29,75.54419832124769,331.0,397200.0,874.0
192,47,344.28,75.97105764697498,330.0,396000.0,877.0
193,53,337.93,53.78982338695675,329.0,394800.0,873.0
194,58,331.44,1.290891165048394,328.0,393600.0,335.0
195,56,335.69,53.51218459379134,327.0,392400.0,868.0
196,58,329.38,1.3695254652615994,326.0,391200.0,334.0
197,64,338.96,75.51674251449144,325.0,390000.0,868.0
198,61,327.08,1.222129289396175,324.0,388800.0,331.0
199,58,331.38,53.745098381154726,323.0,387600.0,866.0
200,65,330.47,53.73945570993441,321.0,385200.0,865.0
201,48,323.96,1.2076423311560422,321.0,385200.0,327.0
202,57,323.04,1.1482160075525858,321.0,385200.0,326.0
203,47,332.73,75.76237258692471,318.0,381600.0,863.0
204,62,321.01,1.2368912644206038,317.0,380400.0,324.0
205,59,325.34,53.74778507064268,316.0,379200.0,860.0
206,57,324.4,53.64885832895235,315.0,378000.0,858.0
207,60,317.76,1.3275541420220873,314.0,376800.0,321.0
208,73,316.84,1.4540976583434828,314.0,376800.0,320.0
209,50,320.65,53.820511889055815,312.0,374400.0,856.0
210,48,314.23,1.0085137579626764,312.0,374400.0,317.0
211,59,313.42,1.0117311895953391,311.0,373200.0,317.0
212,56,317.99,53.478125434611115,311.0,373200.0,850.0
213,59,311.64,1.0632027088001612,309.0,370800.0,314.0
214,69,316.08,53.87126878030627,308.0,369600.0,852.0
215,49,320.52,75.79003628446155,307.0,368400.0,852.0
216,60,314.14,53.56547768852623,305.0,366000.0,847.0
217,47,313.23,54.06215959430403,305.0,366000.0,851.0
218,57,312.17,53.87170964430218,304.0,364800.0,848.0
219,57,305.6,1.1575836902790222,302.0,362400.0,308.0
220,49,304.55,1.1863810517704672,301.0,361200.0,308.0
221,48,314.47,75.79755339059432,301.0,361200.0,845.0
222,60,308.24,53.75706837244755,300.0,360000.0,843.0
223,52,307.31,53.649733456933426,299.0,358800.0,841.0
224,53,306.26,53.55195981474442,299.0,358800.0,839.0
225,54,310.86,75.73982043812885,297.0,356400.0,842.0
226,49,304.62,53.71587847182619,295.0,354000.0,839.0
227,61,309.1,75.70924646303119,295.0,354000.0,839.0
228,58,302.62,53.72183541168339,295.0,354000.0,837.0
229,57,301.62,53.62196937823153,291.0,349200.0,835.0
230,55,300.49,53.73183320900192,291.0,349200.0,835.0
231,50,299.73,53.80759333030981,291.0,349200.0,835.0
232,50,298.73,53.61508276595309,290.0,348000.0,832.0
233,58,308.36,119.54961480490012,290.0,348000.0,1371.0
234,49,291.08,0.9765244492586963,289.0,346800.0,294.0
235,64,295.82,53.9952553471136,288.0,345600.0,833.0
236,57,289.77,0.8228608630868282,288.0,345600.0,292.0
237,49,289.04,0.6770524351924303,287.0,344400.0,290.0
238,51,288.38,0.8340263784797216,286.0,343200.0,290.0
239,52,287.63,0.8081460264085941,286.0,343200.0,289.0
240,51,297.74,75.68561554218873,284.0,340800.0,829.0
241,60,291.59,53.71817104109188,284.0,340800.0,826.0
242,48,290.9,53.685472895374595,283.0,339600.0,825.0
243,55,290.16,53.56056758474465,282.0,338400.0,823.0
244,56,289.27,53.653863793766064,281.0,337200.0,823.0
245,58,283.02,1.1311940593903416,280.0,336000.0,286.0
246,53,282.07,0.9301075206662937,279.0,334800.0,284.0
247,59,281.28,0.9064215354899728,279.0,334800.0,283.0
248,44,280.48,1.0047885349664376,278.0,333600.0,283.0
249,39,290.54,75.28577820544861,278.0,333600.0,818.0
250,60,278.97,1.0242558274181308,275.0,330000.0,281.0
251,60,283.59,53.72431386253341,275.0,330000.0,818.0
252,59,282.55,53.82868658995871,275.0,330000.0,818.0
253,57,281.5,53.635715712573464,272.0,326400.0,815.0
254,55,280.6,53.82230021097202,272.0,326400.0,816.0
255,68,285.07,75.57185388754203,272.0,326400.0,816.0
256,62,278.79,53.601920674543,269.0,322800.0,812.0
257,58,277.65,53.822741476071236,269.0,322800.0,813.0
258,54,271.03,1.2919365309487925,268.0,321600.0,275.0
259,63,270.05,1.2599603168354152,267.0,320400.0,274.0
260,47,269.01,1.1090085662428402,266.0,319200.0,272.0
261,41,279.01,75.57942775649998,265.0,318000.0,810.0
262,58,272.69,53.81295290169458,264.0,316800.0,808.0
263,56,266.14,1.1833849753989614,263.0,315600.0,269.0
264,60,276.02,75.65117051308592,261.0,313200.0,807.0
265,61,269.38,53.746214750436145,260.0,312000.0,804.0
266,55,262.81,1.293792873685738,259.0,310800.0,266.0
267,53,267.04,53.678472407474494,258.0,309600.0,801.0
268,66,260.49,1.2766753698571929,257.0,308400.0,264.0
269,63,264.77,53.50772934819792,256.0,307200.0,797.0
270,53,263.73,53.30738316593678,255.0,306000.0,794.0
271,51,257.74,1.0734989520255713,254.0,304800.0,261.0
272,51,278.6,130.54202388503103,254.0,304800.0,1337.0
273,62,256.26,1.1010903686800644,253.0,303600.0,259.0
274,40,255.22,1.0351811435686027,253.0,303600.0,257.0
275,54,270.51,92.24461989731435,252.0,302400.0,796.0
276,64,253.39,1.1738398527908311,251.0,301200.0,257.0
277,59,252.41,1.0497142468310126,249.0,298800.0,255.0
278,64,256.93,53.89420284223525,248.0,297600.0,793.0
279,56,261.21,75.69680244237533,248.0,297600.0,793.0
280,59,249.36,1.1534296684236973,247.0,296400.0,252.0
281,62,253.83,53.69507519316833,246.0,295200.0,788.0
282,58,253.04,53.77637399453406,243.0,291600.0,788.0
283,50,268.39,105.81558439095821,241.0,289200.0,788.0
284,47,245.89,1.384882666510055,241.0,289200.0,249.0
285,62,255.49,75.23011298675551,240.0,288000.0,783.0
286,64,248.91,53.90066697175463,239.0,286800.0,785.0
287,69,247.6,53.829917332279074,238.0,285600.0,783.0
288,55,246.39,53.64529709117099,238.0,285600.0,780.0
289,46,240.12,1.1685888926393233,237.0,284400.0,242.0
290,57,255.42,92.3767481566655,237.0,284400.0,782.0
291,57,238.33,0.7490660852021002,236.0,283200.0,241.0
292,60,248.51,75.57387048444721,235.0,282000.0,778.0
293,57,242.49,53.62508648011674,234.0,280800.0,776.0
294,69,247.33,75.67232717446979,234.0,280800.0,778.0
295,65,257.4,105.9657491834036,233.0,279600.0,778.0
296,57,234.85,1.107925990308017,232.0,278400.0,237.0
297,62,239.18,53.560130694388704,232.0,278400.0,772.0
298,56,232.98,0.8942035562443263,231.0,277200.0,235.0
299,47,237.6,53.718897978272025,228.0,273600.0,772.0
300,47,236.72,53.6078501714068,227.0,272400.0,770.0
301,55,230.19,1.2782409788455382,226.0,271200.0,233.0
302,55,229.24,1.2893409169028958,226.0,271200.0,232.0
303,50,239.11,75.63886500999337,224.0,268800.0,769.0
304,46,227.0,1.3341664064126333,224.0,268800.0,231.0
305,64,236.69,76.12564548166407,223.0,267600.0,771.0
306,48,224.7,1.161895003862225,222.0,266400.0,227.0
307,68,229.19,53.65979780058809,221.0,265200.0,763.0
308,54,239.01,92.21567057718552,220.0,264000.0,764.0
309,55,222.02,1.0293687385966217,219.0,262800.0,224.0
310,58,226.52,54.02637874224035,218.0,261600.0,764.0
311,55,220.52,0.8885943956609225,218.0,261600.0,223.0
312,63,219.72,1.2006664815842907,216.0,259200.0,223.0
313,53,224.21,53.96615513449146,214.0,256800.0,761.0
314,43,223.01,53.78763705536803,214.0,256800.0,758.0
315,44,232.64,91.93307565832878,212.0,254400.0,758.0
316,62,231.8,92.1422812828074,212.0,254400.0,758.0
317,58,214.63,1.5076803374721048,210.0,252000.0,221.0
318,52,213.55,1.4517231140957976,209.0,250800.0,217.0
319,57,217.7,53.82610890636625,207.0,248400.0,753.0
320,52,222.03,76.0059806857329,208.0,249600.0,755.0
321,49,209.93,1.3360763451240352,207.0,248400.0,215.0
322,52,208.9,1.2767145334803702,205.0,246000.0,212.0
323,49,207.78,1.5138031576133006,204.0,244800.0,212.0
